current_season,month,numerator,population,jurisdiction,estimate,age_group_label,legend 
2021-22,AUG,357,100594,Minnesota,0.0035,6-23 months,"2021-22, Minnesota: 6-23 months"
2021-22,JAN,,,Rhode Island,,18+ years,"2021-22, Rhode Island: 18+ years"
2021-22,JUN,652486,2502483,Ohio,0.2607,6 months to 17 years,"2021-22, Ohio: 6 months to 17 years"
2021-22,JUN,77226,151155,New Jersey,0.5109,6-23 months,"2021-22, New Jersey: 6-23 months"
2021-22,MAR,467652,789527,Oregon,0.5923,65+ years,"2021-22, Oregon: 65+ years"
2021-22,MAR,463886,1816139.5,Idaho,0.2554,Overall,"2021-22, Idaho: Overall"
2023-24,SEP,,,New Hampshire,,65+ years,"2023-24, New Hampshire: 65+ years"
2021-22,OCT,377803,1640786,New York City,0.2303,6 months to 17 years,"2021-22, New York City: 6 months to 17 years"
2021-22,SEP,,,New Hampshire,,18-49 years,"2021-22, New Hampshire: 18-49 years"
2022-23,APR,611587,2502483,Ohio,0.2444,6 months to 17 years,"2022-23, Ohio: 6 months to 17 years"
2022-23,DEC,,,New Hampshire,,50-64 years,"2022-23, New Hampshire: 50-64 years"
2022-23,MAY,2074649,4638094,Florida,0.4473,65+ years,"2022-23, Florida: 65+ years"
2022-23,SEP,6,3278,American Samoa,0.0018,65+ years,"2022-23, American Samoa: 65+ years"
2021-22,APR,357791,3079500,Arizona,0.1162,18-49 years,"2021-22, Arizona: 18-49 years"
2021-22,JUL,,,Virginia,,13-17 years,"2021-22, Virginia: 13-17 years"
2021-22,MAY,79570,155850,New York City,0.5106,6-23 months,"2021-22, New York City: 6-23 months"
2022-23,AUG,40,27742,Guam,0.0014,50-64 years,"2022-23, Guam: 50-64 years"
2022-23,DEC,313945,1478793,Utah,0.2123,18-49 years,"2022-23, Utah: 18-49 years"
2022-23,MAR,392502,1414649,California,0.2775,2-4 years,"2022-23, California: 2-4 years"
2022-23,SEP,3,5706,Federated States of Micronesia,0.0005,2-4 years,"2022-23, Federated States of Micronesia: 2-4 years"
2023-24,AUG,16696,8294423,North Carolina,0.002,18+ years,"2023-24, North Carolina: 18+ years"
2023-24,FEB,583648,2330808,Arkansas,0.2504,18+ years,"2023-24, Arkansas: 18+ years"
2021-22,AUG,2542,962974,Alabama,0.0026,50-64 years,"2021-22, Alabama: 50-64 years"
2021-22,DEC,,,Nebraska,,6 months to 17 years,"2021-22, Nebraska: 6 months to 17 years"
2021-22,JUL,6,136345,Puerto Rico,0,9-12 years,"2021-22, Puerto Rico: 9-12 years"
2021-22,JUN,9712,17706,South Dakota,0.5485,6-23 months,"2021-22, South Dakota: 6-23 months"
2021-22,JUN,291682,763750,Louisiana,0.3819,65+ years,"2021-22, Louisiana: 65+ years"
2021-22,NOV,1559,29342,Marshall Islands,0.0531,6 months to 17 years,"2021-22, Marshall Islands: 6 months to 17 years"
2023-24,DEC,,,New Hampshire,,6-23 months,"2023-24, New Hampshire: 6-23 months"
2022-23,AUG,15604,4893409,Alabama,0.0032,Overall,"2022-23, Alabama: Overall"
2022-23,FEB,741232,2337214,New York (excluding New York City),0.3171,50-64 years,"2022-23, New York (excluding New York City): 50-64 years"
2022-23,JUL,17,110266,Connecticut,0.0002,2-4 years,"2022-23, Connecticut: 2-4 years"
2022-23,NOV,921281,7246622.5,Texas,0.1271,6 months to 17 years,"2022-23, Texas: 6 months to 17 years"
2022-23,OCT,,,Colorado,,13-17 years,"2022-23, Colorado: 13-17 years"
2023-24,DEC,562419,5025173,Texas,0.1119,50-64 years,"2023-24, Texas: 50-64 years"
2021-22,AUG,54,242051,Louisiana,0.0002,5-8 years,"2021-22, Louisiana: 5-8 years"
2021-22,NOV,,,Massachusetts,,65+ years,"2021-22, Massachusetts: 65+ years"
2022-23,AUG,199,163445,Iowa,0.0012,9-12 years,"2022-23, Iowa: 9-12 years"
2022-23,JAN,64896,153657,Connecticut,0.4223,5-8 years,"2022-23, Connecticut: 5-8 years"
2022-23,MAR,214435,707072,Iowa,0.3033,6 months to 17 years,"2022-23, Iowa: 6 months to 17 years"
2022-23,SEP,147919,2314476,Ohio,0.0639,50-64 years,"2022-23, Ohio: 50-64 years"
2023-24,MAR,,,Alabama,,5-8 years,"2023-24, Alabama: 5-8 years"
2023-24,SEP,102,3754,N. Mariana Islands,0.0272,65+ years,"2023-24, N. Mariana Islands: 65+ years"
2021-22,APR,809,20418,American Samoa,0.0396,18-49 years,"2021-22, American Samoa: 18-49 years"
2021-22,APR,,,Kansas,,5-8 years,"2021-22, Kansas: 5-8 years"
2021-22,DEC,117811,197594,Delaware,0.5962,65+ years,"2021-22, Delaware: 65+ years"
2021-22,JAN,175612,460217,Utah,0.3816,50-64 years,"2021-22, Utah: 50-64 years"
2021-22,JUL,0,21412.5,Republic of Palau,0,Overall,"2021-22, Republic of Palau: Overall"
2021-22,NOV,87227,378031,Maryland,0.2307,13-17 years,"2021-22, Maryland: 13-17 years"
2023-24,FEB,763072,4712462,Ohio,0.1619,18-49 years,"2023-24, Ohio: 18-49 years"
2023-24,MAR,46779,208457,Iowa,0.2244,13-17 years,"2023-24, Iowa: 13-17 years"
2023-24,MAR,,,Massachusetts,,65+ years,"2023-24, Massachusetts: 65+ years"
2023-24,MAR,668152,2320603,Utah,0.2879,18+ years,"2023-24, Utah: 18+ years"
2021-22,NOV,2137164,29172250,Texas,0.0733,Overall,"2021-22, Texas: Overall"
2022-23,APR,625789,1089714,Missouri,0.5743,65+ years,"2022-23, Missouri: 65+ years"
2022-23,AUG,1058,339143,Tennessee,0.0031,9-12 years,"2022-23, Tennessee: 9-12 years"
2022-23,FEB,,,Colorado,,6-23 months,"2022-23, Colorado: 6-23 months"
2022-23,MAY,102,24141,U.S. Virgin Islands ,0.0042,6 months to 17 years,"2022-23, U.S. Virgin Islands : 6 months to 17 years"
2023-24,AUG,131,54115,Nevada,0.0024,6-23 months,"2023-24, Nevada: 6-23 months"
2021-22,DEC,4514,166917,Guam,0.027,Overall,"2021-22, Guam: Overall"
2021-22,JAN,157227,929182.5,Oklahoma,0.1692,6 months to 17 years,"2021-22, Oklahoma: 6 months to 17 years"
2021-22,JUN,,,Hawaii,,13-17 years,"2021-22, Hawaii: 13-17 years"
2021-22,MAR,77419,561642,Mississippi,0.1378,50-64 years,"2021-22, Mississippi: 50-64 years"
2022-23,AUG,2076,816314,Illinois,0.0025,13-17 years,"2022-23, Illinois: 13-17 years"
2022-23,JUL,16,361410,Pennsylvania (excluding Philadelphia County),0,2-4 years,"2022-23, Pennsylvania (excluding Philadelphia County): 2-4 years"
2023-24,MAR,1325695,3539890,Connecticut,0.3745,Overall,"2023-24, Connecticut: Overall"
2022-23,JUN,,,Rhode Island,,6-23 months,"2022-23, Rhode Island: 6-23 months"
2022-23,OCT,,,Hawaii,,5-8 years,"2022-23, Hawaii: 5-8 years"
2023-24,AUG,7272,3012504.5,Arkansas,0.0024,Overall,"2023-24, Arkansas: Overall"
2023-24,FEB,281,38581,U.S. Virgin Islands ,0.0073,18-49 years,"2023-24, U.S. Virgin Islands : 18-49 years"
2023-24,JAN,,,District of Columbia,,18-49 years,"2023-24, District of Columbia: 18-49 years"
2023-24,MAR,624020,1089714,Missouri,0.5726,65+ years,"2023-24, Missouri: 65+ years"
2021-22,APR,530871,3873683,Texas,0.137,65+ years,"2021-22, Texas: 65+ years"
2021-22,APR,1776056,6714728,Indiana,0.2645,Overall,"2021-22, Indiana: Overall"
2021-22,FEB,191596,1052713,Louisiana,0.182,6 months to 17 years,"2021-22, Louisiana: 6 months to 17 years"
2022-23,APR,83966,1212056,Mississippi,0.0693,18-49 years,"2022-23, Mississippi: 18-49 years"
2022-23,MAR,4277,14422,Alaska,0.2966,6-23 months,"2022-23, Alaska: 6-23 months"
2023-24,FEB,30883,133827,Alaska,0.2308,50-64 years,"2023-24, Alaska: 50-64 years"
2021-22,AUG,1,6780,Marshall Islands,0.0001,9-12 years,"2021-22, Marshall Islands: 9-12 years"
2021-22,JUL,8,268724,Oklahoma,0,13-17 years,"2021-22, Oklahoma: 13-17 years"
2021-22,OCT,,,Colorado,,13-17 years,"2021-22, Colorado: 13-17 years"
2021-22,OCT,0,1992,Republic of Palau,0,65+ years,"2021-22, Republic of Palau: 65+ years"
2022-23,APR,491785,1568273.5,Philadelphia,0.3136,Overall,"2022-23, Philadelphia: Overall"
2022-23,DEC,7626,26160,District of Columbia,0.2915,2-4 years,"2022-23, District of Columbia: 2-4 years"
2022-23,SEP,105363,2095031,New Mexico,0.0503,Overall,"2022-23, New Mexico: Overall"
2023-24,AUG,8428,2237082,New York (excluding New York City),0.0038,6 months to 17 years,"2023-24, New York (excluding New York City): 6 months to 17 years"
2023-24,NOV,359715,4619939,Georgia,0.0779,18-49 years,"2023-24, Georgia: 18-49 years"
2021-22,MAR,936330,1344005,Maine,0.6967,Overall,"2021-22, Maine: Overall"
2021-22,MAY,50196,239102,Alabama,0.2099,5-8 years,"2021-22, Alabama: 5-8 years"
2022-23,APR,19379,72986,New Mexico,0.2655,2-4 years,"2022-23, New Mexico: 2-4 years"
2022-23,FEB,4881,38687,Wyoming,0.1262,13-17 years,"2022-23, Wyoming: 13-17 years"
2022-23,MAY,3106173,9912630.5,Michigan,0.3134,Overall,"2022-23, Michigan: Overall"
2022-23,NOV,8418,34451,New Mexico,0.2443,6-23 months,"2022-23, New Mexico: 6-23 months"
2023-24,MAR,,,Virginia,,13-17 years,"2023-24, Virginia: 13-17 years"
2023-24,MAR,1145599,4450995.5,Kentucky,0.2574,Overall,"2023-24, Kentucky: Overall"
2022-23,OCT,321479,1308751,New York City,0.2456,65+ years,"2022-23, New York City: 65+ years"
2022-23,SEP,14411,322101,Idaho,0.0447,50-64 years,"2022-23, Idaho: 50-64 years"
2023-24,AUG,2208,1806245,Oregon,0.0012,18-49 years,"2023-24, Oregon: 18-49 years"
2023-24,AUG,74,154434,Arkansas,0.0005,5-8 years,"2023-24, Arkansas: 5-8 years"
2023-24,AUG,18579,293776,Maine,0.0632,65+ years,"2023-24, Maine: 65+ years"
2023-24,MAR,64354,393013,Missouri,0.1637,13-17 years,"2023-24, Missouri: 13-17 years"
2021-22,APR,,,Colorado,,2-4 years,"2021-22, Colorado: 2-4 years"
2021-22,APR,1795916,4356123,Minnesota,0.4123,18+ years,"2021-22, Minnesota: 18+ years"
2021-22,JAN,263227,1668393,Texas,0.1578,5-8 years,"2021-22, Texas: 5-8 years"
2021-22,JUN,362498,1239735,Philadelphia,0.2924,18+ years,"2021-22, Philadelphia: 18+ years"
2021-22,NOV,146313,514913,New York (excluding New York City),0.2842,9-12 years,"2021-22, New York (excluding New York City): 9-12 years"
2022-23,JAN,116148,569907,Georgia,0.2038,9-12 years,"2022-23, Georgia: 9-12 years"
2023-24,JAN,87299,301025,Maryland,0.29,9-12 years,"2023-24, Maryland: 9-12 years"
2023-24,JUL,2,157177,South Dakota,0,65+ years,"2023-24, South Dakota: 65+ years"
2022-23,MAY,,,Virginia,,18-49 years,"2022-23, Virginia: 18-49 years"
2022-23,NOV,54597,155850,New York City,0.3503,6-23 months,"2022-23, New York City: 6-23 months"
2022-23,OCT,857985,2097638,Ohio,0.409,65+ years,"2022-23, Ohio: 65+ years"
2022-23,SEP,1874,26358,District of Columbia,0.0711,9-12 years,"2022-23, District of Columbia: 9-12 years"
2022-23,SEP,1308,114544,Guam,0.0114,18+ years,"2022-23, Guam: 18+ years"
2023-24,JAN,66105,347351,Indiana,0.1903,5-8 years,"2023-24, Indiana: 5-8 years"
2021-22,MAY,171147,742696,Philadelphia,0.2304,18-49 years,"2021-22, Philadelphia: 18-49 years"
2022-23,FEB,3442713,11026194,New York (excluding New York City),0.3122,Overall,"2022-23, New York (excluding New York City): Overall"
2022-23,JAN,,,Hawaii,,5-8 years,"2022-23, Hawaii: 5-8 years"
2022-23,JUN,3,6338,U.S. Virgin Islands ,0.0005,13-17 years,"2022-23, U.S. Virgin Islands : 13-17 years"
2022-23,JUN,973462,4311636,Florida,0.2258,50-64 years,"2022-23, Florida: 50-64 years"
2022-23,OCT,1,4073,U.S. Virgin Islands ,0.0002,2-4 years,"2022-23, U.S. Virgin Islands : 2-4 years"
2021-22,AUG,2,8151,Marshall Islands,0.0002,13-17 years,"2021-22, Marshall Islands: 13-17 years"
2021-22,DEC,168254,1334197,Nevada,0.1261,18-49 years,"2021-22, Nevada: 18-49 years"
2021-22,DEC,22513,99629,Idaho,0.226,5-8 years,"2021-22, Idaho: 5-8 years"
2021-22,DEC,158236,500397,Pennsylvania (excluding Philadelphia County),0.3162,5-8 years,"2021-22, Pennsylvania (excluding Philadelphia County): 5-8 years"
2021-22,DEC,857440,4893409,Alabama,0.1752,Overall,"2021-22, Alabama: Overall"
2021-22,JUL,8,37396.5,Puerto Rico,0.0002,6-23 months,"2021-22, Puerto Rico: 6-23 months"
2022-23,JAN,175676,816314,Illinois,0.2152,13-17 years,"2022-23, Illinois: 13-17 years"
2022-23,JAN,38615,241497,Louisiana,0.1599,9-12 years,"2022-23, Louisiana: 9-12 years"
2022-23,JUN,160917,562524,New Jersey,0.2861,13-17 years,"2022-23, New Jersey: 13-17 years"
2022-23,NOV,272,21412.5,Republic of Palau,0.0127,Overall,"2022-23, Republic of Palau: Overall"
2022-23,SEP,947212,17482580,Florida,0.0542,18+ years,"2022-23, Florida: 18+ years"
2021-22,SEP,1,49666,Federated States of Micronesia,0,18-49 years,"2021-22, Federated States of Micronesia: 18-49 years"
2022-23,APR,15324,110338,Mississippi,0.1389,2-4 years,"2022-23, Mississippi: 2-4 years"
2022-23,APR,21,5553,U.S. Virgin Islands ,0.0038,5-8 years,"2022-23, U.S. Virgin Islands : 5-8 years"
2022-23,APR,4369,14422,Alaska,0.3029,6-23 months,"2022-23, Alaska: 6-23 months"
2022-23,APR,481658,789527,Oregon,0.6101,65+ years,"2022-23, Oregon: 65+ years"
2022-23,FEB,93296,479456,Arizona,0.1946,13-17 years,"2022-23, Arizona: 13-17 years"
2021-22,NOV,32544,310939,Alabama,0.1047,13-17 years,"2021-22, Alabama: 13-17 years"
2021-22,SEP,30924,552427,Alaska,0.056,18+ years,"2021-22, Alaska: 18+ years"
2022-23,OCT,456465,1115285,Indiana,0.4093,65+ years,"2022-23, Indiana: 65+ years"
2023-24,JAN,770638,1814542,North Carolina,0.4247,65+ years,"2023-24, North Carolina: 65+ years"
2023-24,JUL,0,4023,Republic of Palau,0,50-64 years,"2023-24, Republic of Palau: 50-64 years"
2021-22,APR,321831,1278429,Iowa,0.2517,18-49 years,"2021-22, Iowa: 18-49 years"
2021-22,APR,15201,34451,New Mexico,0.4412,6-23 months,"2021-22, New Mexico: 6-23 months"
2021-22,JAN,2068,36097,Marshall Islands,0.0573,18-49 years,"2021-22, Marshall Islands: 18-49 years"
2021-22,MAY,,,Virginia,,9-12 years,"2021-22, Virginia: 9-12 years"
2022-23,APR,56721,213250,Utah,0.266,9-12 years,"2022-23, Utah: 9-12 years"
2022-23,JUL,43,742187,Ohio,0.0001,13-17 years,"2022-23, Ohio: 13-17 years"
2022-23,MAR,37725,164299,Kentucky,0.2296,2-4 years,"2022-23, Kentucky: 2-4 years"
2023-24,DEC,,,Virginia,,18-49 years,"2023-24, Virginia: 18-49 years"
2023-24,DEC,64429,200231,Ohio,0.3218,6-23 months,"2023-24, Ohio: 6-23 months"
2022-23,APR,282862,1668393,Texas,0.1695,5-8 years,"2022-23, Texas: 5-8 years"
2022-23,JUL,,,Kansas,,5-8 years,"2022-23, Kansas: 5-8 years"
2022-23,JUL,291,2437453.5,Georgia,0.0001,6 months to 17 years,"2022-23, Georgia: 6 months to 17 years"
2022-23,NOV,,,Nebraska,,65+ years,"2022-23, Nebraska: 65+ years"
2022-23,NOV,,,Colorado,,9-12 years,"2022-23, Colorado: 9-12 years"
2023-24,AUG,43872,4311636,Florida,0.0102,50-64 years,"2023-24, Florida: 50-64 years"
2023-24,SEP,3343,86470,Philadelphia,0.0387,13-17 years,"2023-24, Philadelphia: 13-17 years"
2021-22,FEB,164533,515686,Pennsylvania (excluding Philadelphia County),0.3191,9-12 years,"2021-22, Pennsylvania (excluding Philadelphia County): 9-12 years"
2022-23,DEC,3323347,17380305,California,0.1912,18-49 years,"2022-23, California: 18-49 years"
2022-23,FEB,315919,1473455.5,Tennessee,0.2144,6 months to 17 years,"2022-23, Tennessee: 6 months to 17 years"
2023-24,JAN,104754,242032,Maine,0.4328,6 months to 17 years,"2023-24, Maine: 6 months to 17 years"
2021-22,JUL,71,2110766,Texas,0,13-17 years,"2021-22, Texas: 13-17 years"
2021-22,JUL,506,11026194,New York (excluding New York City),0,Overall,"2021-22, New York (excluding New York City): Overall"
2021-22,MAR,95303,467559,Michigan,0.2038,5-8 years,"2021-22, Michigan: 5-8 years"
2021-22,MAR,177094,500397,Pennsylvania (excluding Philadelphia County),0.3539,5-8 years,"2021-22, Pennsylvania (excluding Philadelphia County): 5-8 years"
2022-23,DEC,5734,41226,Alaska,0.1391,5-8 years,"2022-23, Alaska: 5-8 years"
2022-23,FEB,,,South Carolina,,50-64 years,"2022-23, South Carolina: 50-64 years"
2022-23,SEP,1453,15908.5,Delaware,0.0913,6-23 months,"2022-23, Delaware: 6-23 months"
2023-24,NOV,,,South Carolina,,18+ years,"2023-24, South Carolina: 18+ years"
2021-22,DEC,184735,1059160,Alabama,0.1744,6 months to 17 years,"2021-22, Alabama: 6 months to 17 years"
2021-22,DEC,,,Kansas,,6 months to 17 years,"2021-22, Kansas: 6 months to 17 years"
2021-22,JUL,658,11627059,Ohio,0.0001,Overall,"2021-22, Ohio: Overall"
2021-22,MAR,,,Rhode Island,,5-8 years,"2021-22, Rhode Island: 5-8 years"
2021-22,MAY,835560,2237082,New York (excluding New York City),0.3735,6 months to 17 years,"2021-22, New York (excluding New York City): 6 months to 17 years"
2021-22,OCT,601730,7246622.5,Texas,0.083,6 months to 17 years,"2021-22, Texas: 6 months to 17 years"
2022-23,JAN,,,Massachusetts,,6-23 months,"2022-23, Massachusetts: 6-23 months"
2022-23,JUN,1160851,3380729,Oregon,0.3434,18+ years,"2022-23, Oregon: 18+ years"
2023-24,SEP,723,396292,Georgia,0.0018,2-4 years,"2023-24, Georgia: 2-4 years"
2021-22,APR,9709,51467.5,N. Mariana Islands,0.1886,Overall,"2021-22, N. Mariana Islands: Overall"
2021-22,MAR,644608,2522821,California,0.2555,13-17 years,"2021-22, California: 13-17 years"
2022-23,JUL,172,3027263,Oklahoma,0.0001,18+ years,"2022-23, Oklahoma: 18+ years"
2022-23,MAR,942,5092,N. Mariana Islands,0.185,13-17 years,"2022-23, N. Mariana Islands: 13-17 years"
2022-23,MAY,497214,1622553.5,Washington,0.3064,6 months to 17 years,"2022-23, Washington: 6 months to 17 years"
2022-23,MAY,2175393,5624147,Minnesota,0.3868,Overall,"2022-23, Minnesota: Overall"
2021-22,DEC,85785,286356,Wisconsin,0.2996,9-12 years,"2021-22, Wisconsin: 9-12 years"
2021-22,JAN,345790,1239735,Philadelphia,0.2789,18+ years,"2021-22, Philadelphia: 18+ years"
2021-22,JUL,20,460572,Washington,0,13-17 years,"2021-22, Washington: 13-17 years"
2021-22,JUL,5,197594,Delaware,0,65+ years,"2021-22, Delaware: 65+ years"
2021-22,JUL,1,48907,South Dakota,0,9-12 years,"2021-22, South Dakota: 9-12 years"
2021-22,NOV,801,3916,N. Mariana Islands,0.2045,9-12 years,"2021-22, N. Mariana Islands: 9-12 years"
2022-23,JUN,,,Kansas,,65+ years,"2022-23, Kansas: 65+ years"
2022-23,MAR,515347,1415568,Washington,0.3641,50-64 years,"2022-23, Washington: 50-64 years"
2022-23,NOV,63067,475421,Michigan,0.1327,9-12 years,"2022-23, Michigan: 9-12 years"
2022-23,OCT,,,Hawaii,,2-4 years,"2022-23, Hawaii: 2-4 years"
2023-24,NOV,1550,29342,Marshall Islands,0.0528,6 months to 17 years,"2023-24, Marshall Islands: 6 months to 17 years"
2021-22,OCT,61561,523493,North Carolina,0.1176,9-12 years,"2021-22, North Carolina: 9-12 years"
2022-23,AUG,10712,4391080,New York (excluding New York City),0.0024,18-49 years,"2022-23, New York (excluding New York City): 18-49 years"
2022-23,DEC,419937,1966287,California,0.2136,5-8 years,"2022-23, California: 5-8 years"
2022-23,DEC,2578,52373,Guam,0.0492,6 months to 17 years,"2022-23, Guam: 6 months to 17 years"
2022-23,FEB,274874,4423448,North Carolina,0.0621,18-49 years,"2022-23, North Carolina: 18-49 years"
2022-23,JUL,37,433368,Tennessee,0.0001,13-17 years,"2022-23, Tennessee: 13-17 years"
2021-22,FEB,38764,108572.5,Missouri,0.357,6-23 months,"2021-22, Missouri: 6-23 months"
2022-23,APR,23519,59557,Philadelphia,0.3949,2-4 years,"2022-23, Philadelphia: 2-4 years"
2022-23,AUG,352,176399.5,North Dakota,0.002,6 months to 17 years,"2022-23, North Dakota: 6 months to 17 years"
2022-23,AUG,213,37396.5,Puerto Rico,0.0057,6-23 months,"2022-23, Puerto Rico: 6-23 months"
2022-23,DEC,21504,163198.5,Michigan,0.1318,6-23 months,"2022-23, Michigan: 6-23 months"
2022-23,JUN,285245,1668393,Texas,0.171,5-8 years,"2022-23, Texas: 5-8 years"
2022-23,MAR,,,Massachusetts,,9-12 years,"2022-23, Massachusetts: 9-12 years"
2022-23,OCT,4533,17706,South Dakota,0.256,6-23 months,"2022-23, South Dakota: 6-23 months"
2023-24,AUG,485,136345,Puerto Rico,0.0036,9-12 years,"2023-24, Puerto Rico: 9-12 years"
2023-24,JAN,980778,2838054,Connecticut,0.3456,18+ years,"2023-24, Connecticut: 18+ years"
2023-24,NOV,454395,2330808,Arkansas,0.195,18+ years,"2023-24, Arkansas: 18+ years"
2023-24,SEP,7981,310939,Alabama,0.0257,13-17 years,"2023-24, Alabama: 13-17 years"
2021-22,APR,662,16583,Republic of Palau,0.0399,18+ years,"2021-22, Republic of Palau: 18+ years"
2021-22,DEC,241,8151,Marshall Islands,0.0296,13-17 years,"2021-22, Marshall Islands: 13-17 years"
2021-22,DEC,357656,1498072,New York City,0.2387,50-64 years,"2021-22, New York City: 50-64 years"
2021-22,MAR,451464,2794631,Indiana,0.1615,18-49 years,"2021-22, Indiana: 18-49 years"
2021-22,MAY,140,1992,Republic of Palau,0.0703,65+ years,"2021-22, Republic of Palau: 65+ years"
2022-23,DEC,40935,157739,Arkansas,0.2595,9-12 years,"2022-23, Arkansas: 9-12 years"
2022-23,MAY,772033,3364376,Washington,0.2295,18-49 years,"2022-23, Washington: 18-49 years"
2023-24,AUG,1890,1687066,Texas,0.0011,9-12 years,"2023-24, Texas: 9-12 years"
2023-24,DEC,52017,339143,Tennessee,0.1534,9-12 years,"2023-24, Tennessee: 9-12 years"
2023-24,JAN,,,District of Columbia,,50-64 years,"2023-24, District of Columbia: 50-64 years"
2023-24,JAN,136745,197594,Delaware,0.6921,65+ years,"2023-24, Delaware: 65+ years"
2021-22,AUG,0,7989,Federated States of Micronesia,0,9-12 years,"2021-22, Federated States of Micronesia: 9-12 years"
2021-22,DEC,221440,381593,Utah,0.5803,65+ years,"2021-22, Utah: 65+ years"
2021-22,FEB,104404,226967,Philadelphia,0.46,65+ years,"2021-22, Philadelphia: 65+ years"
2021-22,JAN,224976,566136,Iowa,0.3974,65+ years,"2021-22, Iowa: 65+ years"
2021-22,JUL,,,Massachusetts,,9-12 years,"2021-22, Massachusetts: 9-12 years"
2022-23,APR,7145,66724,Federated States of Micronesia,0.1071,18+ years,"2022-23, Federated States of Micronesia: 18+ years"
2022-23,FEB,25851,155373,Oklahoma,0.1664,2-4 years,"2022-23, Oklahoma: 2-4 years"
2022-23,OCT,71692,742187,Ohio,0.0966,13-17 years,"2022-23, Ohio: 13-17 years"
2023-24,JUL,6,1052713,Louisiana,5.6996e-06,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years"
2023-24,JUL,27953,1344005,Maine,0.0208,Overall,"2023-24, Maine: Overall"
2021-22,MAR,52175,223181,Missouri,0.2338,2-4 years,"2021-22, Missouri: 2-4 years"
2022-23,APR,400757,1806245,Oregon,0.2219,18-49 years,"2022-23, Oregon: 18-49 years"
2023-24,DEC,72021,292636,Minnesota,0.2461,9-12 years,"2023-24, Minnesota: 9-12 years"
2023-24,DEC,1668285,8200096,New York City,0.2034,Overall,"2023-24, New York City: Overall"
2023-24,JUL,21,386838,New Mexico,0.0001,50-64 years,"2023-24, New Mexico: 50-64 years"
2023-24,OCT,391422,2440679,Nevada,0.1604,18+ years,"2023-24, Nevada: 18+ years"
2021-22,APR,77558,561642,Mississippi,0.1381,50-64 years,"2021-22, Mississippi: 50-64 years"
2021-22,AUG,182,347543.5,West Virginia,0.0005,6 months to 17 years,"2021-22, West Virginia: 6 months to 17 years"
2021-22,JAN,228041,707072,Iowa,0.3225,6 months to 17 years,"2021-22, Iowa: 6 months to 17 years"
2021-22,JUN,17126,203909,Mississippi,0.084,13-17 years,"2021-22, Mississippi: 13-17 years"
2022-23,DEC,47986,286150,Kentucky,0.1677,13-17 years,"2022-23, Kentucky: 13-17 years"
2022-23,SEP,71587,1278598,Indiana,0.056,50-64 years,"2022-23, Indiana: 50-64 years"
2023-24,JUL,,,Hawaii,,18-49 years,"2023-24, Hawaii: 18-49 years"
2021-22,JAN,34962,553690.5,Puerto Rico,0.0631,6 months to 17 years,"2021-22, Puerto Rico: 6 months to 17 years"
2021-22,MAR,68306,253562,Indiana,0.2694,2-4 years,"2021-22, Indiana: 2-4 years"
2021-22,OCT,531036,2438002,Iowa,0.2178,18+ years,"2021-22, Iowa: 18+ years"
2022-23,APR,923386,4366564,Pennsylvania (excluding Philadelphia County),0.2115,18-49 years,"2022-23, Pennsylvania (excluding Philadelphia County): 18-49 years"
2022-23,DEC,,,New Hampshire,,13-17 years,"2022-23, New Hampshire: 13-17 years"
2022-23,FEB,262119,672299,California,0.3899,6-23 months,"2022-23, California: 6-23 months"
2022-23,JUN,425908,770835,Kentucky,0.5525,65+ years,"2022-23, Kentucky: 65+ years"
2022-23,SEP,1442,59835,South Dakota,0.0241,13-17 years,"2022-23, South Dakota: 13-17 years"
2022-23,SEP,95465,3608589,New Jersey,0.0265,18-49 years,"2022-23, New Jersey: 18-49 years"
2023-24,JAN,1365746,6947836,New Jersey,0.1966,18+ years,"2023-24, New Jersey: 18+ years"
2023-24,JUL,23,332603,Florida,0.0001,6-23 months,"2023-24, Florida: 6-23 months"
2021-22,DEC,147129,1661189,Oklahoma,0.0886,18-49 years,"2021-22, Oklahoma: 18-49 years"
2021-22,DEC,,,South Carolina,,Overall,"2021-22, South Carolina: Overall"
2021-22,JAN,716261,3120407,Nevada,0.2295,Overall,"2021-22, Nevada: Overall"
2021-22,JUL,242,672299,California,0.0004,6-23 months,"2021-22, California: 6-23 months"
2022-23,AUG,2083,396292,Georgia,0.0053,2-4 years,"2022-23, Georgia: 2-4 years"
2022-23,DEC,319498,2273653,Mississippi,0.1405,18+ years,"2022-23, Mississippi: 18+ years"
2023-24,AUG,0,7639,American Samoa,0,50-64 years,"2023-24, American Samoa: 50-64 years"
2023-24,JUL,1,475421,Michigan,2.1034e-06,9-12 years,"2023-24, Michigan: 9-12 years"
2023-24,MAR,890889,8532850,Florida,0.1044,18-49 years,"2023-24, Florida: 18-49 years"
2022-23,FEB,175140,313043,New Jersey,0.5595,2-4 years,"2022-23, New Jersey: 2-4 years"
2022-23,JUN,95093,291284,Minnesota,0.3265,5-8 years,"2022-23, Minnesota: 5-8 years"
2022-23,JUN,157601,515686,Pennsylvania (excluding Philadelphia County),0.3056,9-12 years,"2022-23, Pennsylvania (excluding Philadelphia County): 9-12 years"
2022-23,JUN,3953295,12517504,Illinois,0.3158,Overall,"2022-23, Illinois: Overall"
2022-23,OCT,46955,396292,Georgia,0.1185,2-4 years,"2022-23, Georgia: 2-4 years"
